quantified_toxicity,Formulation,Helper_lipid_ID,Comment,Lipid/Cells,mRNA/Cells,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,unnormalized_delivery,Cationic_Lipid_Mol_Ratio,Cationic_Lipid_to_mRNA_weight_ratio,mRNA/cells,toxicity_class,delivery_class,unnormalized_toxicity,smiles,quantified_delivery,cv_2_pred_quantified_delivery
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2776",3.9052298430594576,1.252762968495368,6A3-5,Lee_unsat,mRNA,IGROV1,1.0,4.0,,,,0.0,1.0,1.0,C=CCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)CCN(CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)CCC(=O)OCCOC(=O)C(C)CSCCCCC=C,0.41047,1.2794459498366735
0.95,Liu_iphos,MDOA,,4.096665031183668,1.791759469228055,20A3-P4,Liu_iphos,mRNA,IGROV1,0.5,3.69,,,,0.0,1.0,0.95,CCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCC)CCN1CCN(CCOP(=O)(O)OCCCC)CC1,0.05583,-0.9040187523631947
0.95,Liu_iphos,MDOA,,4.156892249057243,1.791759469228055,20A3-P5,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCC)CC1,-1.22161,-0.7332000468082943
0.95,Liu_iphos,MDOA,,4.213697281576479,1.791759469228055,20A3-P6,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCC)CC1,-1.22161,-0.5628119757893102
0.95,Liu_iphos,MDOA,,4.267448214373314,1.791759469228055,20A3-P7,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCC)CC1,-1.22161,-0.37722032422780916
0.95,Liu_iphos,MDOA,,4.318456762910658,1.791759469228055,20A3-P8,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCC)CC1,-1.22161,-0.2144062835774201
0.95,Liu_iphos,MDOA,,4.366989230633092,1.791759469228055,20A3-P9,Liu_iphos,mRNA,IGROV1,0.5,3.69,,,,0.0,1.0,0.95,CCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCC)CC1,0.05583,-0.06906988922262518
0.95,Liu_iphos,MDOA,,4.413274919130455,1.791759469228055,20A3-P10,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCC)CC1,-1.22161,0.0010751180616605986
0.95,Liu_iphos,MDOA,,4.457512682291707,1.791759469228055,20A3-P11,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCCC)CC1,-1.22161,-0.1035071629252802
0.95,Liu_iphos,MDOA,,4.499876090902148,1.791759469228055,20A3-P12,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCCCC)CC1,-1.22161,-0.3506665328889872
0.95,Liu_iphos,MDOA,,4.540517541538703,1.791759469228055,20A3-P13,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCCCCC)CC1,-1.22161,-0.6232589988426763
0.95,Liu_iphos,MDOA,,4.579571570375902,1.791759469228055,20A3-P14,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCCCCCC)CC1,-1.22161,-0.9017472918147466
0.95,Liu_iphos,MDOA,,4.617157535758262,1.791759469228055,20A3-P15,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCCCCCCC)CC1,-1.22161,-1.1712872279253388
0.95,Liu_iphos,MDOA,,4.653381822366398,1.791759469228055,20A3-P16,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCCCCOP(=O)(O)OCCN(CCOP(=O)(O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCOP(=O)(O)OCCCCCCCCCCCCCCCC)CC1,-1.22161,-1.4256469955990188
0.95,Liu_iphos,MDOA,,4.410874044372637,1.791759469228055,23A4-P4,Liu_iphos,mRNA,IGROV1,0.5,3.69,,,,0.0,1.0,0.95,CCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCC)CCOP(=O)(O)OCCCC)CC1)CCOP(=O)(O)OCCCC,0.05583,-0.8459300994847176
0.95,Liu_iphos,MDOA,,4.469569989721423,1.791759469228055,23A4-P5,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCC)CCOP(=O)(O)OCCCCC)CC1)CCOP(=O)(O)OCCCCC,-1.22161,-0.6688353286117422
0.95,Liu_iphos,MDOA,,4.5250108961024464,1.791759469228055,23A4-P6,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCC)CCOP(=O)(O)OCCCCCC)CC1)CCOP(=O)(O)OCCCCCC,-1.22161,-0.49869216998530747
0.85,Liu_iphos,MDOA,,4.57753889576114,1.791759469228055,23A4-P7,Liu_iphos,mRNA,IGROV1,0.5,3.69,,,,0.0,1.0,0.85,CCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCC)CCOP(=O)(O)OCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCC,0.05583,-0.3135691252645338
0.95,Liu_iphos,MDOA,,4.627444862114957,1.791759469228055,23A4-P8,Liu_iphos,mRNA,IGROV1,0.5,3.69,,,,0.0,1.0,0.95,CCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCC)CCOP(=O)(O)OCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCC,0.05583,-0.16818906768014846
0.95,Liu_iphos,MDOA,,4.674978164118678,1.791759469228055,23A4-P9,Liu_iphos,mRNA,IGROV1,0.5,4.69,,,,0.0,2.0,0.95,CCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCC,1.33328,-0.1172726010401781
0.95,Liu_iphos,MDOA,,4.720354205347952,1.791759469228055,23A4-P10,Liu_iphos,mRNA,IGROV1,0.5,3.69,,,,0.0,1.0,0.95,CCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCC,0.05583,-0.2618719106384861
0.95,Liu_iphos,MDOA,,4.763760325387196,1.791759469228055,23A4-P11,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCCC,-1.22161,-0.5319040827957956
0.95,Liu_iphos,MDOA,,4.805360473118091,1.791759469228055,23A4-P12,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCCCC,-1.22161,-0.8281910874820024
0.95,Liu_iphos,MDOA,,4.845298944099987,1.791759469228055,23A4-P13,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCCCCC,-1.22161,-1.1234694727225314
0.95,Liu_iphos,MDOA,,4.883703403630206,1.791759469228055,23A4-P14,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCCCCCC,-1.22161,-1.407265227510108
0.95,Liu_iphos,MDOA,,4.920687346692098,1.791759469228055,23A4-P15,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCCCCCCC,-1.22161,-1.6780911852553302
0.95,Liu_iphos,MDOA,,4.956352120787795,1.791759469228055,23A4-P16,Liu_iphos,mRNA,IGROV1,0.5,2.69,,,,0.0,0.0,0.95,CCCCCCCCCCCCCCCCOP(=O)(O)OCCN(CCCN1CCN(CCCN(CCOP(=O)(O)OCCCCCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCCCCCC)CC1)CCOP(=O)(O)OCCCCCCCCCCCCCCCC,-1.22161,-1.9337230338241995
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C5B11,AGILE,mRNA,HeLa,1.0,0.0669467895293322,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCC/C=C\CCCCCCCC)NN1CCOCC1,-1.40727,0.14044701220404018
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C4B11,AGILE,mRNA,HeLa,1.0,0.1287104816200116,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(NN1CCOCC1)C(=O)NCCCCCCCCCCCCCCCCCC,-1.34483,0.08279056856294434
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C1B11,AGILE,mRNA,HeLa,1.0,0.2856863116515407,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(NN1CCOCC1)C(=O)NCCCCCCCCCCCC,-1.18615,0.08008254519071174
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C2B11,AGILE,mRNA,HeLa,1.0,0.2981722011155047,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(NN1CCOCC1)C(=O)NCCCCCCCCCCCCCC,-1.17352,0.08115429163923495
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C3B11,AGILE,mRNA,HeLa,1.0,-0.0343899677346488,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(NN1CCOCC1)C(=O)NCCCCCCCCCCCCCCCC,-1.50971,0.0814958397555087
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C5B11,AGILE,mRNA,HeLa,1.0,0.0347621061327986,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCC/C=C\CCCCCCCC)Nc1cc(C)nn1C,-1.43981,0.3273693096608024
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C4B11,AGILE,mRNA,HeLa,1.0,-0.1113944755666203,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCCCCCC,-1.58756,0.2851501276281476
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C1B11,AGILE,mRNA,HeLa,1.0,1.1557834487474614,,,,,1.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCC,-0.30656,0.28502799563511566
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C2B11,AGILE,mRNA,HeLa,1.0,-0.3700368740346501,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCC,-1.84902,0.28415561102353076
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C3B11,AGILE,mRNA,HeLa,1.0,-0.3056724200511119,,,,,0.0,,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCCCC,-1.78395,0.28392320361320295
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C5B12,AGILE,mRNA,HeLa,1.0,0.0177287669443058,,,,,0.0,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCC/C=C\CCCCCCCC,-1.45702,-0.018848375390938518
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C4B12,AGILE,mRNA,HeLa,1.0,-0.2019237674145816,,,,,0.0,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCCCCCC,-1.67907,-0.06224527201775819
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C1B12,AGILE,mRNA,HeLa,1.0,0.0892358598779518,,,,,0.0,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCC,-1.38474,-0.07820235878994296
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C2B12,AGILE,mRNA,HeLa,1.0,-0.0936559748174047,,,,,0.0,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCC,-1.56962,-0.07221234494018934
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C3B12,AGILE,mRNA,HeLa,1.0,-0.3213952076937418,,,,,0.0,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCCCC,-1.79985,-0.06732227164239377
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C5B10,AGILE,mRNA,HeLa,1.0,2.385084688074397,,,,,1.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCCCC)NN1CCOCC1,0.93614,0.2672766639091746
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C5B10,AGILE,mRNA,HeLa,1.0,1.960232873198538,,,,,1.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCCCC)Nc1cc(C)nn1C,0.50666,0.4890930490163629
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C4B10,AGILE,mRNA,HeLa,1.0,2.5039639770655664,,,,,2.0,,CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCCCC)Nc1cc(C)nn1C,1.05632,0.44772300159131034
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C1B10,AGILE,mRNA,HeLa,1.0,1.5164586942002458,,,,,1.0,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCC,0.05805,0.42936615083734525
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C2B10,AGILE,mRNA,HeLa,1.0,1.6392192270449002,,,,,1.0,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCC,0.18214,0.43494480866544133
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C3B10,AGILE,mRNA,HeLa,1.0,2.6934638921807807,,,,,2.0,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCCCC,1.24788,0.4421450847991978
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C4B10,AGILE,mRNA,HeLa,1.0,1.9352325713774912,,,,,1.0,,CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCCCC)NN1CCCCC1,0.48138,0.1076016343168947
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C1B10,AGILE,mRNA,HeLa,1.0,2.004696743812513,,,,,1.0,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC(NN1CCCCC1)C(=O)NCCCCCCCCCCCC,0.55161,0.0687911251788793
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C2B10,AGILE,mRNA,HeLa,1.0,1.3565854986252504,,,,,1.0,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC(NN1CCCCC1)C(=O)NCCCCCCCCCCCCCC,-0.10357,0.08463991648928669
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C3B10,AGILE,mRNA,HeLa,1.0,1.8763802312859368,,,,,1.0,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC(NN1CCCCC1)C(=O)NCCCCCCCCCCCCCCCC,0.42189,0.09659697207330535
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C5B9,AGILE,mRNA,HeLa,1.0,2.2384642971184285,,,,,1.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)NN1CCOCC1,0.78792,0.4577372692429411
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C5B9,AGILE,mRNA,HeLa,1.0,2.405972103761325,,,,,1.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)Nc1cc(C)nn1C,0.95726,0.6771632112115792
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C4B9,AGILE,mRNA,HeLa,1.0,1.8638771587287903,,,,,1.0,,CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)Nc1cc(C)nn1C,0.40925,0.638884071188488
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C1B9,AGILE,mRNA,HeLa,1.0,2.2678556328761976,,,,,1.0,,CCCCCCCCCCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCC,0.81763,0.6106693113754122
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C2B9,AGILE,mRNA,HeLa,1.0,2.073078363616268,,,,,1.0,,CCCCCCCCCCCCCCCC(=O)OCCCCCC(Nc1cc(C)nn1C)C(=O)NCCCCCCCCCCCCCC,0.62073,0.6185252190955778
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A9C3B9,AGILE,mRNA,HeLa,1.0,1.7954142192840663,,,,,1.0,,CCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)Nc1cc(C)nn1C,0.34004,0.6297294979072247
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C4B9,AGILE,mRNA,HeLa,1.0,1.7603675043418674,,,,,1.0,,CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)NN1CCCCC1,0.30461,0.27425009040247983
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C1B9,AGILE,mRNA,HeLa,1.0,2.3023209800269107,,,,,1.0,,CCCCCCCCCCCCCCCC(=O)OCCCCCC(NN1CCCCC1)C(=O)NCCCCCCCCCCCC,0.85248,0.21478417583390402
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C2B9,AGILE,mRNA,HeLa,1.0,2.1796700925416967,,,,,1.0,,CCCCCCCCCCCCCCCC(=O)OCCCCCC(NN1CCCCC1)C(=O)NCCCCCCCCCCCCCC,0.72849,0.23800991088801118
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A13C3B9,AGILE,mRNA,HeLa,1.0,1.7538635721726996,,,,,1.0,,CCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)NN1CCCCC1,0.29804,0.2581004616401426
,Xu_AGILE,DOPE,,4.61512051684126,2.3978952727983707,A11C5B3,AGILE,mRNA,HeLa,1.0,2.294925262751208,,,,,1.0,,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCC)NN1CCOCC1,0.845,1.2532519951506247
