smiles,quantified_delivery,unnormalized_delivery,quantified_toxicity,unnormalized_toxicity,Formulation,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Cationic_Lipid_to_mRNA_weight_ratio,Dosage,Comment,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,Experiment_ID,Purity,Mix_type,Cargo_type,Experimenter_ID,Model_type,Exposure_time,Delivery_target,Route_of_administration,Experiment_weight,Library_ID,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,Sample_weight,identifier,Mol,Num tails,Helper_lipid_ID_DOPE,Helper_lipid_ID_DSPC,Cargo_type_mRNA,Cargo_type_siRNA,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,split_name_for_normalization
CCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC,,,0.9907120743,99.07120743,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.9731576077076887,12.5,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC11,4.0,11.0,1635.5339999999997,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC,,,0.9215686275,92.15686275,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,3.0751536084348294,12.5,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC12,4.0,12.0,1691.6419999999996,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC,,,0.7777777777999999,77.77777778,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,3.2791456098891105,12.5,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC14,4.0,14.0,1803.8579999999995,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCC,,,1.0,100.862069,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.3611816033448454,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC5,4.0,5.0,1298.8859999999995,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCC,,,1.0,100.0,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.4631776040719857,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC6,4.0,6.0,1354.9939999999997,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCC,,,1.0,100.0,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.565173604799127,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC7,4.0,7.0,1411.1019999999996,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,,,0.9272727273,92.72727273,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.667169605526268,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC8,4.0,8.0,1467.21,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCC,,,0.8892508143000001,88.92508143,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.769165606253408,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC9,4.0,9.0,1523.3179999999998,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC,,,0.8662207358,86.62207358,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.871161606980549,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC10,4.0,10.0,1579.426,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC,,,0.8111455108,81.11455108,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.9731576077076887,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC11,4.0,11.0,1635.5339999999997,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC,,,0.8202614379000001,82.02614379,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,3.0751536084348294,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC12,4.0,12.0,1691.6419999999996,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC,,,0.5679012346,56.79012346,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,3.2791456098891105,25.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC14,4.0,14.0,1803.8579999999995,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCC,,,0.908045977,90.8045977,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.3611816033448454,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC5,4.0,5.0,1298.8859999999995,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCC,,,0.8475609756,84.75609756,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.4631776040719857,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC6,4.0,6.0,1354.9939999999997,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCC,,,0.819047619,81.9047619,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.565173604799127,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC7,4.0,7.0,1411.1019999999996,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,,,0.6454545455,64.54545455,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.667169605526268,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC8,4.0,8.0,1467.21,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCC,,,0.5342019544,53.42019544,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.769165606253408,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC9,4.0,9.0,1523.3179999999998,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC,,,0.3879598662,38.79598662,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.871161606980549,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC10,4.0,10.0,1579.426,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC,,,0.3312693498,33.12693498,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,2.9731576077076887,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC11,4.0,11.0,1635.5339999999997,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCC,,,0.522875817,52.2875817,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,3.0751536084348294,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC12,4.0,12.0,1691.6419999999996,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
CCCCCCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCCCC,,,0.26851851849999997,26.85185185,Farbiak_dendrimer,38.5,30.0,30.0,1.5,DOPE,3.2791456098891105,50.0,Calculated w:w based off 2500:1 molar ratio. May have made mistake in calculation,4A3-SC14,4.0,14.0,1803.8579999999995,Farbiak_Dendrimer_igrov1,Pure,Microfluidic,mRNA,farbiak,IGROV1,24,FFL,in_vitro,0.25,Farbiak_dendrimer_igrov1,max,Individual,Cell_viability,Farbiak_dendrimer_igrov1,0.25,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Farbiak_Dendrimer_igrov1_Farbiak_dendrimer_igrov1_FFL_IGROV1_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(C)CCN(CCN(C)CC(O)CCCCCC)CCN(C)CC(O)CCCCCC,,,1.0,104.5622688,ZAL_form,56.49717514,0.0,43.50282486,0.0,,26.65774436,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,709.096,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(C(C)C)CCN(CCN(C(C)C)CC(O)CCCCCC)CCN(C(C)C)CC(O)CCCCCC,,,1.0,101.2330456,ZAL_form,56.49717514,0.0,43.50282486,0.0,,29.82172932,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,793.258,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCC)CCN(CCN(CC(O)CCCCCC)CC(O)CCCCCC)CCN(CC(O)CCCCCC)CC(O)CCCCCC,,,0.9309494451,93.09494451,ZAL_form,56.49717514,0.0,43.50282486,0.0,,15.81443609,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,1051.66,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCC)CCN(C)CCN(CC(O)CCCCCC)CC(O)CCCCCC,,,1.0,102.2670519,ZAL_form,56.49717514,0.0,43.50282486,0.0,,19.20270677,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,766.188,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCC)CCCN(C)CCCN(CC(O)CCCCCC)CC(O)CCCCCC,,,1.0,105.3020962,ZAL_form,56.49717514,0.0,43.50282486,0.0,,19.90581454,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,794.242,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCC)CCCN5CCN(CCCN(CC(O)CCCCCC)CC(O)CCCCCC)CC5,,,1.0,109.8179256,ZAL_form,56.49717514,0.0,43.50282486,0.0,,21.28626566,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,849.322,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(C)CCN(CCN(C)CC(O)CCCCCCCC)CCN(C)CC(O)CCCCCCCC,,,1.0,107.1516646,ZAL_form,56.49717514,0.0,43.50282486,0.0,,28.76706767,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,765.204,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(C(C)C)CCN(CCN(C(C)C)CC(O)CCCCCCCC)CCN(C(C)C)CC(O)CCCCCCCC,,,1.0,101.2330456,ZAL_form,56.49717514,0.0,43.50282486,0.0,,31.93105263,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,849.366,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCCCC)CCN(CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC,,,0.9309494451,93.09494451,ZAL_form,56.49717514,0.0,43.50282486,0.0,,17.9237594,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,1191.93,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCCCC)CCN(C)CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC,,,1.0,102.5893958,ZAL_form,56.49717514,0.0,43.50282486,0.0,,21.31203008,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,1.0,,850.35,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Miller_Zwitter_Miller_ZAL_FFL_HeLa_in_vitro
